match_id,point_id,set_num,score_A,score_B,set_A,set_B,serveur,winner,nb_coups,duree_frames,duree_secondes,frame_debut,frame_fin,sequence_coups,sequence_lateralites,sequence_effets,sequence_zones,service_lateralite,service_zone,faute_type,faute_lateralite,dernier_coup,derniere_zone,clip_path,player_A,player_B,competition,date
HUGO-CALDERANO_vs_FELIX-LEBRUN,35,2,9,9,0,1,HUGO-CALDERANO,HUGO-CALDERANO,6,129,5.16,0,129,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,revers,revers,revers,revers,coup_droit","service,poussette,topspin,topspin,topspin,topspin","m2,g3,m3,g2,d3",coup_droit,m2,out,coup_droit,topspin,0,clips/set_2_point_35/set_2_point_35.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,36,2,10,9,0,1,HUGO-CALDERANO,FELIX-LEBRUN,5,113,4.52,0,113,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,revers,coup_droit,revers","service,poussette,poussette,poussette,topspin","d2,d1,m2,g3",coup_droit,d2,out,revers,topspin,0,clips/set_2_point_36/set_2_point_36.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,37,2,10,10,0,1,FELIX-LEBRUN,FELIX-LEBRUN,2,52,2.08,0,52,"FELIX-LEBRUN,serveur_point_pour","coup_droit,revers","service,flip",d2,coup_droit,d2,out,revers,flip,0,clips/set_2_point_37/set_2_point_37.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,38,2,10,11,0,1,HUGO-CALDERANO,FELIX-LEBRUN,5,85,3.4,0,85,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers,revers,revers","service,flip,topspin,topspin,topspin","m2,g3,g3,g3",coup_droit,m2,out,revers,topspin,0,clips/set_2_point_38/set_2_point_38.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,39,3,0,0,0,2,HUGO-CALDERANO,FELIX-LEBRUN,5,123,4.92,0,123,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,coup_droit,coup_droit","service,poussette,poussette,poussette,topspin","d2,m2,d2,d2",coup_droit,d2,out,coup_droit,topspin,0,clips/set_3_point_39/set_3_point_39.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,40,3,0,1,0,2,HUGO-CALDERANO,HUGO-CALDERANO,4,90,3.6,0,90,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,coup_droit,revers,revers","service,poussette,topspin,topspin","d2,g3,m2",coup_droit,d2,out,revers,topspin,0,clips/set_3_point_40/set_3_point_40.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,41,3,1,1,0,2,FELIX-LEBRUN,HUGO-CALDERANO,3,73,2.92,0,73,"FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,coup_droit,coup_droit","service,poussette,poussette","d2,m2",coup_droit,d2,out,coup_droit,poussette,0,clips/set_3_point_41/set_3_point_41.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,42,3,2,1,0,2,FELIX-LEBRUN,FELIX-LEBRUN,4,70,2.8,0,70,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers,revers","service,topspin,topspin,topspin","g3,m2,g3",coup_droit,g3,out,revers,topspin,0,clips/set_3_point_42/set_3_point_42.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,43,3,2,2,0,2,HUGO-CALDERANO,HUGO-CALDERANO,2,75,3.0,0,75,"HUGO-CALDERANO,serveur_point_pour","coup_droit,revers","service,topspin",m3,coup_droit,m3,filet,revers,topspin,0,clips/set_3_point_43/set_3_point_43.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,44,3,3,2,0,2,HUGO-CALDERANO,HUGO-CALDERANO,4,92,3.68,0,92,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,revers,revers,coup_droit","service,poussette,topspin,topspin","m1,m3,d3",coup_droit,m1,filet,coup_droit,topspin,0,clips/set_3_point_44/set_3_point_44.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,45,3,4,2,0,2,FELIX-LEBRUN,HUGO-CALDERANO,3,50,2.0,0,50,"FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,revers,revers","service,topspin,bloc","g2,g2",coup_droit,g2,out,revers,bloc,0,clips/set_3_point_45/set_3_point_45.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,46,3,5,2,0,2,FELIX-LEBRUN,FELIX-LEBRUN,6,91,3.64,0,91,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers,revers,coup_droit,revers","service,topspin,topspin,topspin,topspin,topspin","g3,m3,g3,d3,g2",coup_droit,g3,out,revers,topspin,0,clips/set_3_point_46/set_3_point_46.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,47,3,5,3,0,2,HUGO-CALDERANO,FELIX-LEBRUN,3,94,3.76,0,94,"HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit","service,poussette,poussette","d1,d2",coup_droit,d1,filet,coup_droit,poussette,0,clips/set_3_point_47/set_3_point_47.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,48,3,5,4,0,2,HUGO-CALDERANO,HUGO-CALDERANO,3,76,3.04,0,76,"HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_contre","coup_droit,coup_droit,revers","service,poussette,topspin","d2,g3,g2",coup_droit,d2,pt_gagne,revers,topspin,g2,clips/set_3_point_48/set_3_point_48.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,49,3,6,4,0,2,FELIX-LEBRUN,FELIX-LEBRUN,12,213,8.52,0,213,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit","service,poussette,topspin,bloc,topspin,topspin,topspin,topspin,topspin,topspin,topspin,topspin","d2,m2,d3,m3,d3,m2,d3,d2,d3,m2,d2",coup_droit,d2,out,coup_droit,topspin,0,clips/set_3_point_49/set_3_point_49.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,50,3,6,5,0,2,FELIX-LEBRUN,FELIX-LEBRUN,14,276,11.04,0,276,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers,revers,coup_droit,revers,coup_droit,revers,coup_droit,revers,coup_droit,revers,coup_droit,revers","service,flip,bloc,bloc,topspin,bloc,topspin,topspin,topspin,bloc,topspin,bloc,topspin,bloc","d2,g3,g3,m2,g3,m2,g3,m1,g2,m3,g3,m2,g3",coup_droit,d2,out,revers,bloc,0,clips/set_3_point_50/set_3_point_50.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,51,3,6,6,0,2,HUGO-CALDERANO,FELIX-LEBRUN,5,91,3.64,0,91,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers,revers,revers","service,flip,topspin,topspin,bloc","m1,m3,g2,g3",coup_droit,m1,filet,revers,bloc,0,clips/set_3_point_51/set_3_point_51.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,52,3,6,7,0,2,HUGO-CALDERANO,FELIX-LEBRUN,3,98,3.92,0,98,"HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,coup_droit","service,poussette,topspin","m1,d2",coup_droit,m1,out,coup_droit,topspin,0,clips/set_3_point_52/set_3_point_52.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,53,3,6,8,0,2,FELIX-LEBRUN,HUGO-CALDERANO,5,87,3.48,0,87,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,coup_droit,coup_droit,revers,revers","service,poussette,poussette,topspin,topspin","d2,m2,g3,g3",coup_droit,d2,out,revers,topspin,0,clips/set_3_point_53/set_3_point_53.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,54,3,7,8,0,2,FELIX-LEBRUN,FELIX-LEBRUN,8,133,5.32,0,133,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit,coup_droit","service,poussette,topspin,bloc,topspin,topspin,topspin,topspin","d2,m2,d3,d2,m3,g2,m2",coup_droit,d2,out,coup_droit,topspin,0,clips/set_3_point_54/set_3_point_54.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,55,3,7,9,0,2,HUGO-CALDERANO,FELIX-LEBRUN,3,87,3.48,0,87,"HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers","service,poussette,topspin","m2,m3",coup_droit,m2,filet,revers,topspin,0,clips/set_3_point_55/set_3_point_55.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,56,3,7,10,0,2,HUGO-CALDERANO,FELIX-LEBRUN,1,75,3.0,0,75,serveur_point_pour,coup_droit,service,,coup_droit,,filet,coup_droit,serveur_point_pour,0,clips/set_3_point_56/set_3_point_56.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,57,4,0,0,0,3,FELIX-LEBRUN,FELIX-LEBRUN,4,85,3.4,0,85,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,revers","service,poussette,poussette,topspin","d2,m2,g2",coup_droit,d2,out,revers,topspin,0,clips/set_4_point_57/set_4_point_57.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,58,4,0,1,0,3,FELIX-LEBRUN,FELIX-LEBRUN,3,53,2.12,0,53,"FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_contre","coup_droit,revers,coup_droit","service,flip,topspin","d2,d3,g3",coup_droit,d2,pt_gagne,coup_droit,topspin,g3,clips/set_4_point_58/set_4_point_58.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,59,4,0,2,0,3,HUGO-CALDERANO,HUGO-CALDERANO,2,77,3.08,0,77,"HUGO-CALDERANO,serveur_point_pour","coup_droit,revers","service,poussette",m2,coup_droit,m2,out,revers,poussette,0,clips/set_4_point_59/set_4_point_59.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,60,4,1,2,0,3,HUGO-CALDERANO,HUGO-CALDERANO,5,105,4.2,0,105,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_contre","coup_droit,coup_droit,coup_droit,coup_droit,revers","service,poussette,poussette,poussette,topspin","d2,m2,m2,g3,g3",coup_droit,d2,pt_gagne,revers,topspin,g3,clips/set_4_point_60/set_4_point_60.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,61,4,2,2,0,3,FELIX-LEBRUN,FELIX-LEBRUN,4,73,2.92,0,73,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,coup_droit,revers","service,topspin,topspin,bloc","g3,m3,g2",coup_droit,g3,filet,revers,bloc,0,clips/set_4_point_61/set_4_point_61.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,62,4,2,3,0,3,FELIX-LEBRUN,FELIX-LEBRUN,2,39,1.56,0,39,"FELIX-LEBRUN,serveur_point_pour","coup_droit,revers","service,topspin",g3,coup_droit,g3,out,revers,topspin,0,clips/set_4_point_62/set_4_point_62.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,63,4,2,4,0,3,HUGO-CALDERANO,FELIX-LEBRUN,3,77,3.08,0,77,"HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,revers,revers","service,topspin,topspin","d2,g3",coup_droit,d2,out,revers,topspin,0,clips/set_4_point_63/set_4_point_63.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,64,4,2,5,0,3,HUGO-CALDERANO,HUGO-CALDERANO,2,62,2.48,0,62,"HUGO-CALDERANO,serveur_point_pour","coup_droit,revers","service,poussette",g3,coup_droit,g3,out,revers,poussette,0,clips/set_4_point_64/set_4_point_64.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,65,4,3,5,0,3,FELIX-LEBRUN,FELIX-LEBRUN,4,51,2.04,0,51,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,revers,coup_droit","service,poussette,topspin,topspin","d2,g3,g3",coup_droit,d2,out,coup_droit,topspin,0,clips/set_4_point_65/set_4_point_65.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,66,4,3,6,0,3,FELIX-LEBRUN,FELIX-LEBRUN,10,158,6.32,0,158,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,revers,coup_droit,coup_droit,coup_droit,revers,coup_droit,revers","service,poussette,poussette,topspin,topspin,topspin,topspin,bloc,topspin,topspin","d2,m2,m3,d3,m2,d2,g2,m3,g2",coup_droit,d2,out,revers,topspin,0,clips/set_4_point_66/set_4_point_66.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,67,4,3,7,0,3,HUGO-CALDERANO,HUGO-CALDERANO,2,79,3.16,0,79,"HUGO-CALDERANO,serveur_point_pour","coup_droit,revers","service,topspin",g3,coup_droit,g3,out,revers,topspin,0,clips/set_4_point_67/set_4_point_67.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,68,4,4,7,0,3,HUGO-CALDERANO,FELIX-LEBRUN,5,115,4.6,0,115,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,revers,revers,revers","service,poussette,topspin,topspin,topspin","d2,g3,m3,g2",coup_droit,d2,out,revers,topspin,0,clips/set_4_point_68/set_4_point_68.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,69,4,4,8,0,3,FELIX-LEBRUN,FELIX-LEBRUN,6,73,2.92,0,73,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,coup_droit,revers,coup_droit","service,poussette,poussette,topspin,bloc,topspin","d2,m2,m3,g3,m2",coup_droit,d2,out,coup_droit,topspin,0,clips/set_4_point_69/set_4_point_69.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,70,4,4,9,0,3,FELIX-LEBRUN,HUGO-CALDERANO,7,113,4.52,0,113,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,coup_droit,revers,revers,coup_droit,coup_droit,coup_droit","service,poussette,poussette,topspin,topspin,topspin,topspin","d2,m2,m3,d3,m2,m3",coup_droit,d2,out,coup_droit,topspin,0,clips/set_4_point_70/set_4_point_70.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,71,4,5,9,0,3,HUGO-CALDERANO,FELIX-LEBRUN,5,118,4.72,0,118,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,coup_droit,revers,revers","service,poussette,poussette,topspin,topspin","d2,m1,g2,m3",coup_droit,d2,out,revers,topspin,0,clips/set_4_point_71/set_4_point_71.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,72,4,5,10,0,3,HUGO-CALDERANO,HUGO-CALDERANO,4,109,4.36,0,109,"HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO,serveur_point_pour","coup_droit,coup_droit,revers,revers","service,poussette,topspin,topspin","d2,g3,g3",coup_droit,d2,filet,revers,topspin,0,clips/set_4_point_72/set_4_point_72.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
HUGO-CALDERANO_vs_FELIX-LEBRUN,73,4,0,0,0,0,FELIX-LEBRUN,,4,54,2.16,0,54,"FELIX-LEBRUN,HUGO-CALDERANO,FELIX-LEBRUN,serveur_point_pour","coup_droit,coup_droit,revers,coup_droit","service,flip,topspin,topspin","d2,g3,m2",coup_droit,d2,out,,topspin,,clips/set_4_point_73/set_4_point_73.mp4,HUGO-CALDERANO,FELIX-LEBRUN,HUGO-CALDERANO vs FELIX-LEBRUN,2025-08-04
JIA-NAN-YUAN_vs_NICOLE-ARLIA,0,1,0,0,0,0,NICOLE-ARLIA,JIA-NAN-YUAN,3,100,4.0,0,100,"NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","revers,coup_droit,coup_droit","service,poussette,topspin","m2,m3",revers,m2,out,coup_droit,topspin,0,clips/set_1_point_0/set_1_point_0.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,1,1,0,1,0,0,NICOLE-ARLIA,NICOLE-ARLIA,2,91,3.64,0,91,"NICOLE-ARLIA,serveur_point_pour","revers,coup_droit","service,flip",m2,revers,m2,out,coup_droit,flip,0,clips/set_1_point_1/set_1_point_1.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,2,1,1,1,0,0,JIA-NAN-YUAN,JIA-NAN-YUAN,2,85,3.4,0,85,"JIA-NAN-YUAN,serveur_point_pour","coup_droit,coup_droit","service,topspin",g3,coup_droit,g3,filet,coup_droit,topspin,0,clips/set_1_point_2/set_1_point_2.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,3,1,1,2,0,0,JIA-NAN-YUAN,JIA-NAN-YUAN,6,140,5.6,0,140,"JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","coup_droit,revers,coup_droit,revers,coup_droit,revers","service,coupe,topspin,bloc,topspin,bloc","g3,m3,g2,g2,g3",coup_droit,g3,filet,revers,bloc,0,clips/set_1_point_3/set_1_point_3.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,4,1,1,3,0,0,NICOLE-ARLIA,NICOLE-ARLIA,2,61,2.44,0,61,"NICOLE-ARLIA,serveur_point_pour","coup_droit,revers","service,topspin",g3,coup_droit,g3,filet,revers,topspin,0,clips/set_1_point_4/set_1_point_4.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,5,1,2,3,0,0,NICOLE-ARLIA,JIA-NAN-YUAN,7,146,5.84,0,146,"NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","coup_droit,revers,revers,coup_droit,coup_droit,coup_droit,revers","service,topspin,bloc,topspin,bloc,topspin,bloc","m2,g3,m3,d3,m2,g3",coup_droit,m2,out,revers,bloc,0,clips/set_1_point_5/set_1_point_5.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,6,1,2,4,0,0,JIA-NAN-YUAN,NICOLE-ARLIA,3,112,4.48,0,112,"JIA-NAN-YUAN,NICOLE-ARLIA,serveur_point_pour","coup_droit,coup_droit,revers","service,topspin,bloc","m3,g3",coup_droit,m3,filet,revers,bloc,0,clips/set_1_point_6/set_1_point_6.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,7,1,3,4,0,0,NICOLE-ARLIA,JIA-NAN-YUAN,5,108,4.32,0,108,"NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","revers,revers,revers,revers,revers","service,topspin,bloc,topspin,bloc","g2,m3,g3,g3",revers,g2,filet,revers,bloc,0,clips/set_1_point_7/set_1_point_7.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,8,1,3,5,0,0,JIA-NAN-YUAN,JIA-NAN-YUAN,8,150,6.0,0,150,"JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","revers,revers,revers,revers,coup_droit,revers,revers,revers","service,poussette,poussette,topspin,topspin,topspin,topspin,topspin","g3,g2,m3,m1,m3,g2,m3",revers,g3,out,revers,topspin,0,clips/set_1_point_8/set_1_point_8.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,9,1,3,6,0,0,JIA-NAN-YUAN,NICOLE-ARLIA,3,80,3.2,0,80,"JIA-NAN-YUAN,NICOLE-ARLIA,serveur_point_pour","revers,coup_droit,revers","service,poussette,topspin","d2,g2",revers,d2,out,revers,topspin,0,clips/set_1_point_9/set_1_point_9.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,10,1,4,6,0,0,NICOLE-ARLIA,NICOLE-ARLIA,5,94,3.76,0,94,"NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_contre","coup_droit,revers,revers,coup_droit,coup_droit","service,poussette,topspin,topspin,bloc","g1,g3,g2,d3,d2",coup_droit,g1,pt_gagne,coup_droit,bloc,1,clips/set_1_point_10/set_1_point_10.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
JIA-NAN-YUAN_vs_NICOLE-ARLIA,11,1,5,6,0,0,NICOLE-ARLIA,JIA-NAN-YUAN,5,93,3.72,0,93,"NICOLE-ARLIA,JIA-NAN-YUAN,NICOLE-ARLIA,JIA-NAN-YUAN,serveur_point_pour","revers,coup_droit,coup_droit,revers,coup_droit","service,poussette,topspin,topspin,topspin","m1,m3,g3,d3",revers,m1,out,coup_droit,topspin,0,clips/set_1_point_11/set_1_point_11.mp4,NICOLE-ARLIA,JIA-NAN-YUAN,simple,2021-06-07
